http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	jrk_template	Phylum	Class	Order	Family	GENUS	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4187	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00678	Ascomycota	Eurotiomycetes	Onygenales	Ascosphaeraceae	Ascosphaera		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material		non-aquatic	arthropod_parasite	Apis	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4188	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00065	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Aciascus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4189	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00271	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Amaurascopsis		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4190	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00551	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus		soil_saprotroph					soil		partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4191	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03589	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnascella		soil_saprotroph					soil		partly_aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4192	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03590	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascoideus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4193	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03591	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Gymnoascus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4194	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04377	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Kraurogymnocarpa		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4195	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04893	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Mallochia		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4196	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05905	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Oncocladium		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4197	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05966	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Orromyces		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4198	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09760	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Rollandina		animal_parasite	animal_decomposer				animal_material		non-aquatic	vertebrate_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4199	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08266	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Sporendonema		unspecified_saprotroph		extremophile_halophile				mold	partly_marine_(partly_non-aquatic)			filamentous_mycelium	none	none				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4200	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05519	Ascomycota	Eurotiomycetes	Onygenales	Nannizziopsidaceae	Nannizziopsis		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material		non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4201	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00272	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Amauroascus		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4202	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09761	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascella		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material	keratinolytic	non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4203	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00472	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Aphanoascus		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic	opportunistic_human_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4204	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00487	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Apinisia		litter_saprotroph	animal_parasite				leaf/fruit/seed,animal_material	keratinolytic	non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4205	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00558	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Arachnotheca		dung_saprotroph					dung	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4206	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00647	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ascocalvatia		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4207	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00845	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthron		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4208	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00846	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Auxarthronopsis		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4209	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01023	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Bifidocarpus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4210	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01277	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Byssoonygena		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4211	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01460	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Castanedomyces		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4212	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01699	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chlamydosauromyces		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material	keratinolytic	non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4213	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01745	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Chrysosporium		wood_saprotroph					wood	soft_rot	partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4214	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01901	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Coccidioides		soil_saprotroph	animal_parasite				soil,animal_material	keratinolytic	non-aquatic	opportunistic_human_parasite		dimorphic_yeast						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4215	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09762	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Kuehniella		unspecified_saprotroph	animal_decomposer				animal_material	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4216	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04667	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Leucothecium		soil_saprotroph	dung_saprotroph				soil,dung,animal_material	keratinolytic	non-aquatic	invertebrate_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4217	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04891	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Malbranchea		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4218	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05443	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Myotisia		unspecified_saprotroph							non-aquatic									
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4219	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05452	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Myriodontium		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4220	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05571	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Neoarachnotheca		soil_saprotroph					soil	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4221	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05628	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Neogymnomyces		dung_saprotroph					dung		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4222	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05915	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Onygena		soil_saprotroph	animal_decomposer	dung_saprotroph_some_species			soil,dung,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4223	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05922	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Ophidiomyces		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material	keratinolytic	non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4224	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06131	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Paranannizziopsis		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material	keratinolytic	non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4225	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06257	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Pectinotrichum		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4226	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06879	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Polytolypa		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4227	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07001	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Pseudoamauroascus		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4228	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07487	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Renispora		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4229	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08723	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Testudomyces		soil_saprotroph					soil	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4230	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09162	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Uncinocarpus		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4231	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09406	Ascomycota	Eurotiomycetes	Onygenales	Onygenaceae	Xanthothecium		soil_saprotroph	animal_decomposer				soil,animal_material	keratinolytic	partly_aquatic	opportunistic_human_parasite		filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4232	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00621	Ascomycota	Eurotiomycetes	Onygenales	Onygenales family incertae sedis	Arthropsis		animal_parasite	animal_decomposer		no_endophytic_capacity		animal_material	keratinolytic	non-aquatic	animal_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4233	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09763	Ascomycota	Eurotiomycetes	Onygenales	Onygenales family incertae sedis	Diploospora		unspecified_saprotroph		mycoparasite_D._Longispora					partly_freshwater_(partly_non-aquatic)			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4234	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09764	Ascomycota	Eurotiomycetes	Onygenales	Onygenales family incertae sedis	Harorepupu		unspecified_saprotroph	animal_decomposer	shell_of_snail_saprotroph			animal_material	keratinolytic	non-aquatic	invertebrate-associated	Rhytididae	filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4235	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05989	Ascomycota	Eurotiomycetes	Onygenales	Onygenales family incertae sedis	Ovadendron		soil_saprotroph					soil		non-aquatic	opportunistic_human_parasite		filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4236	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08212	Ascomycota	Eurotiomycetes	Onygenales	Onygenales family incertae sedis	Sphaerosporium		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4237	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07206	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae	Pseudospiromastix		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4238	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08052	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae	Sigleria		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4239	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08245	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae	Spiromastigoides		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4240	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08246	Ascomycota	Eurotiomycetes	Onygenales	Spiromastigaceae	Spiromastix		soil_saprotroph					soil		non-aquatic	opportunistic_animal_parasite		filamentous_mycelium	cleistothecium_(closed,_spherical)	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4241	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00142	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Aequabiliella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4242	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01511	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Celerioriella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4243	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01515	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Celothelium		lichenized	plant_pathogen			leaf/fruit/seed_pathogen			non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4244	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05210	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Minutiella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4245	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05296	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Moristroma		plant_pathogen	litter_saprotroph		foliar_endophyte	leaf/fruit/seed_pathogen	leaf/fruit/seed		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4246	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05681	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Neophaeomoniella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4247	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06144	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Paraphaeomoniella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4248	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06402	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Phaeomoniella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			dimorphic_yeast						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4249	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07166	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Pseudophaeomoniella		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			dimorphic_yeast						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4250	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09416	Ascomycota	Eurotiomycetes	Phaeomoniellales	Celotheliaceae	Xenocylindrosporium		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4251	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09765	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Dolabra		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4252	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06143	Ascomycota	Eurotiomycetes	Phaeomoniellales	Phaeomoniellaceae	Paraphaeoisaria												filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4253	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00451	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Anthracothecium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4254	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01063	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Blastodesmia		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4255	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01892	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Clypeopyrenis		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4256	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02729	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Distopyrenis		unspecified_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen						filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4257	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03540	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Granulopyrenis		lichenized		saprotroph_unspecified_some_species					non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4258	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04749	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Lithothelium		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4259	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04961	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Mazaediothecium		lichenized							non-aquatic			thallus_photosynthetic	mazaedium_(pushpin-like)	other			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4260	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07357	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Pyrenographa		unspecified_saprotroph	plant_pathogen			leaf/fruit/seed_pathogen			partly_aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4261	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07365	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Pyrenowilmsia		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4262	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07366	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Pyrenula		lichenized							non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4263	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07369	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Pyrgillus		lichenized							non-aquatic			thallus_photosynthetic	mazaedium_(pushpin-like)	other			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4264	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08516	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulaceae	Sulcopyrenula		lichenized		lichenized_loosely					non-aquatic			thallus_photosynthetic	perithecium_(hymenium_hidden,_narrow_opening)	closed			trentepohlioid	
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4265	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07528	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulales family incertae sedis	Rhaphidicyrtis		plant_pathogen				leaf/fruit/seed_pathogen			non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L4266	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09456	Ascomycota	Eurotiomycetes	Pyrenulales	Pyrenulales family incertae sedis	Xenus		plant_pathogen				leaf/fruit/seed_pathogen			marine			filamentous_mycelium						
