http://www.w3.org/ns/prov#wasDerivedFrom	http://purl.org/dc/elements/1.1/format	jrk_template	Phylum	Class	Order	Family	GENUS	COMMENT on genus	primary_lifestyle	Secondary_lifestyle	Comment_on_lifestyle_template	Endophytic_interaction_capability_template	Plant_pathogenic_capacity_template	Decay_substrate_template	Decay_type_template	Aquatic_habitat_template	Animal_biotrophic_capacity_template	Specific_hosts	Growth_form_template	Fruitbody_type_template	Hymenium_type_template	Ectomycorrhiza_exploration_type_template	Ectomycorrhiza_lineage_template	primary_photobiont	secondary_photobiont
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8935	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01828	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Clathrus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8936	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01979	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Colus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8937	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09623	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Dictyophora		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8938	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02831	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Echinophallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8939	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02905	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Endoclathrus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8940	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02926	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Endophallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8941	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04105	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Ileodictyon		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8942	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04196	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Itajahya		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8943	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09624	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Jansia		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8944	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04340	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Kobayasia		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8945	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04502	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Laternea		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8946	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04705	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Ligiella		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8947	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04839	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Lysurus		soil_saprotroph		dung_saprotroph_some_species			soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8948	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05352	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Mutinus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8949	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05651	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Neolysurus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8950	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06458	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Phallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8951	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06981	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Protuberella		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8952	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07044	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Pseudoclathrus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8953	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07049	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Pseudocolus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	clathroid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8954	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09625	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Simblum		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8955	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08322	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Staheliomyces		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8956	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08342	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Staurophallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8957	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08383	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Stephanophallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8958	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09626	Basidiomycota	Agaricomycetes	Phallales	Phallaceae	Xylophallus		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	phalloid	gel				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8959	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07781	Basidiomycota	Agaricomycetes	Phallales	Phallales family incertae sedis	Saprogaster		soil_saprotroph					soil		non-aquatic			filamentous_mycelium	gasteroid-hypogeous	closed				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8960	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09232	Basidiomycota	Agaricomycetes	Phallales	Phallales family incertae sedis	Vandasia		soil_saprotroph					soil		non-aquatic			filamentous_mycelium						
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8961	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01584	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Cerrena		wood_saprotroph					wood	white_rot	partly_aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8962	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04175	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Irpiciporus		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8963	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07109	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Pseudolagarobasidium		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8964	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07419	Basidiomycota	Agaricomycetes	Polyporales	Cerrenaceae	Radulodon		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	hydnoid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8965	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00348	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Amylocystis		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8966	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02369	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Dacryobolus		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	smooth				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8967	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04210	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Jahnoporus		wood_saprotroph					wood		non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8968	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05889	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Oligoporus		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8969	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09634	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Osteina		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8970	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk06914	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Postia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8971	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08261	Basidiomycota	Agaricomycetes	Polyporales	Dacryobolaceae	Spongiporus		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8972	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00130	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Adustoporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8973	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00438	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Anthoporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8974	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00456	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8975	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk00458	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Antrodiopsis		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8976	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01199	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Brunneoporus		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8977	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01235	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Buglossoporus		wood_saprotroph	plant_pathogen			wood_pathogen	wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8978	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02385	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Daedalea		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8979	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk02482	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Dentiporus		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8980	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03211	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Flavidoporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8981	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03237	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fomitopsis		wood_saprotroph		wood_pathogen_on_some_hosts		wood_pathogen	wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8982	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03245	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Fragifomes		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8983	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04469	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Laricifomes		wood_saprotroph	plant_pathogen			wood_pathogen	wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8984	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk04576	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Lentoporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8985	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05567	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Neoantrodia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8986	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05646	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Neolentiporus		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8987	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05780	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Niveoporofomes		wood_saprotroph		wood_pathogen_on_some_hosts		wood_pathogen	wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8988	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07497	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Resinoporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8989	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07567	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhizoporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8990	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07580	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomes		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8991	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07581	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rhodofomitopsis		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8992	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07710	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Rubellofomes		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8993	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk08491	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Subantrodia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8994	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09171	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Ungulidaedalea		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	polyporoid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8995	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk09369	Basidiomycota	Agaricomycetes	Polyporales	Fomitopsidaceae	Wolfiporia		wood_saprotroph					wood	brown_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8996	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03246	Basidiomycota	Agaricomycetes	Polyporales	Fragiliporiaceae	Fragiliporia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8997	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk01775	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Cinereomyces		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8998	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk03356	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Gelatoporia		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L8999	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk05830	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Obba		wood_saprotroph					wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
line:xlsx:hash://md5/9168998921adc01b1cf63d9cdca8342e!/data!/L9000	application/vnd.openxmlformats-officedocument.spreadsheetml.sheet	jrk07953	Basidiomycota	Agaricomycetes	Polyporales	Gelatoporiaceae	Sebipora		plant_pathogen	wood_saprotroph			wood_pathogen	wood	white_rot	non-aquatic			filamentous_mycelium	corticioid	poroid				
